cohort,isolate,drug,raw,cal,y
sl_ext,SAMEA2535171,PZA,0.2140084207057953,0.3058103975535168,0
sl_ext,SAMEA2535186,PZA,0.2140084207057953,0.3058103975535168,0
sl_ext,SAMEA2535189,PZA,0.2140084207057953,0.3058103975535168,0
sl_ext,SAMEA2535215,PZA,0.2140084207057953,0.3058103975535168,0
sl_ext,SAMEA2535225,PZA,0.7844865918159485,0.8365081492973198,1
sl_ext,SAMEA2535227,PZA,0.2140084207057953,0.3058103975535168,0
sl_ext,SAMEA2535254,PZA,0.2140084207057953,0.3058103975535168,0
sl_ext,SAMEA2535275,PZA,0.2140084207057953,0.3058103975535168,0
sl_ext,SAMEA2535299,PZA,0.2140084207057953,0.3058103975535168,0
sl_ext,SAMEA2535325,PZA,0.2140084207057953,0.3058103975535168,0
sl_ext,SAMEA2535342,PZA,0.2140084207057953,0.3058103975535168,0
sl_ext,SAMEA2535344,PZA,0.2140084207057953,0.3058103975535168,0
sl_ext,SAMEA2535355,PZA,0.2140084207057953,0.3058103975535168,0
sl_ext,SAMEA2533356,STR,0.21322618424892426,0.3767441860465116,0
sl_ext,SAMEA2533376,STR,0.9649809002876282,0.9792746113989638,1
sl_ext,SAMEA2533414,STR,0.8668279647827148,0.9669117647058824,0
